Country,Year,Y,Ymu,Yvar,YmuMinus,YmuPlus,AE,APE,CI
LBR,2021,,6252.833609266556,0.2693492576483998,-266265.0646248319,278770.7318433648,,,545036.0
LBR,2022,,12837.40961787652,0.3112973632376883,-280133.7434989854,305808.5627347385,,,585942.0
LBR,2023,,20825.61687505629,0.36068585907773,-294530.8180419463,336182.0517920589,,,630713.0
LBY,2017,18012.0,17105.6137683502,0.1151843149289675,14661.46474775953,19549.76278894086,906.0,5.0,4888.0
LBY,2018,20590.0,20365.50290399984,0.1855645534025427,17263.24056928267,23467.76523871701,224.0,1.0,6205.0
LBY,2019,,23940.36335867851,0.3151769993228299,19897.32121935701,27983.40549800001,,,8086.0
LBY,2020,,27789.60807377226,0.535724694674343,22518.50094703318,33060.71520051134,,,10542.0
LBY,2021,,31861.52930928788,0.8879530666916935,25075.339301354,38647.71931722177,,,13572.0
LBY,2022,,36094.70152941772,1.421532209956581,27508.33621520023,44681.0668436352,,,17173.0
MDG,2017,355.0,370.2599952227051,0.1152541284608635,267.2889442072109,473.2310462381993,15.0,4.0,206.0
MDG,2018,391.0,346.8534155967911,0.1406110950445709,233.1177442964652,460.589086897117,44.0,11.0,227.0
MDG,2019,,320.3715396121768,0.1803050774919839,191.5789491309684,449.1641300933852,,,258.0
MDG,2020,,292.2267648954747,0.2376120220877773,144.3768410493368,440.0766887416127,,,296.0
MDG,2021,,263.7828031512364,0.3148905188862261,93.58000629390831,433.9856000085644,,,340.0
MDG,2022,,236.274231461553,0.4130908803086313,41.3303074421973,431.2181554809086,,,390.0
MDG,2023,,210.7444784829033,0.5314406787196884,-10.36853175418887,431.8574887199954,,,442.0
MEX,2017,96731.0,98222.40960222257,0.2777765028167209,79509.86529608801,116934.9539083571,1491.0,2.0,37425.0
MEX,2018,102616.0,126292.4707721478,0.4964979155762705,101274.976819238,151309.9647250575,23676.0,23.0,50035.0
MEX,2019,,156793.2505933919,0.9585398884320853,122032.4169066031,191554.0842801807,,,69522.0
MEX,2020,,188412.8516412104,1.826206045752002,140432.881119815,236392.8221626057,,,95960.0
MEX,2021,,219700.447821552,3.306344667965334,155141.0975630003,284259.7980801036,,,129119.0
MEX,2022,,249180.7049300533,5.634300030052145,164904.4800032707,333456.9298568359,,,168552.0
MEX,2023,,275467.2998412676,9.046238454809554,168680.1231784673,382254.476504068,,,213574.0
MLI,2017,165369.0,164519.1425597872,0.4935687386642813,74757.32973413961,254280.9553854349,850.0,1.0,179524.0
MLI,2018,169081.0,162327.0447026899,0.5903297732075588,64160.13123651518,260493.9581688646,6754.0,4.0,196334.0
MLI,2019,,154484.5802394037,0.7448017384776919,44219.46557767163,264749.6949011358,,,220530.0
MLI,2020,,141187.0731317746,0.97910343494207,14762.33007082943,267611.8161927198,,,252849.0
MLI,2021,,122885.716181238,1.317988250542102,-23795.18242916834,269566.6147916444,,,293362.0
MLI,2022,,100255.623016378,1.787063995868378,-70544.36864284569,271055.6146756016,,,341600.0
MLI,2023,,74152.64828820297,2.410487749765833,-124214.731553424,272520.0281298299,,,396735.0
MMR,2017,1197802.0,476065.9870451092,0.242448657352083,323726.6857267999,628405.2883634185,721736.0,60.0,304679.0
MMR,2018,1175578.0,471657.3731425789,0.2427888067251098,319211.2451743398,624103.501110818,703921.0,60.0,304892.0
MMR,2019,,464014.5727169267,0.2436781737406926,311289.4849723338,616739.6604615196,,,305450.0
MMR,2020,,453521.7780230185,0.2456439253594729,300181.9110678333,606861.6449782038,,,306680.0
MMR,2021,,440630.5655645638,0.249500085935991,286091.8075884651,595169.3235406626,,,309078.0
MMR,2022,,425837.4824700026,0.2563996886509621,269176.5113033036,582498.4536367015,,,313322.0
MMR,2023,,409661.2515495496,0.2678559378918712,249538.6244345578,569783.8786645415,,,320245.0
MOZ,2017,12610.0,3168.440828539693,0.165376106402114,-361625.1635883013,367962.0452453807,9442.0,75.0,729587.0
MOZ,2018,8997.0,-95136.12478928975,0.1775528225124603,-473121.1761181758,282848.9265395963,104133.0,1157.0,755970.0
